annoyance,acrimony,impatience,enmity,rage,fury,antagonism,violence,resentment,animosity,ire,passion,temper,displeasure,irritation,outrage,hatred,exasperation,indignation,annoy,inflame,aggravate,embitter,exasperate,displease,infuriate,excite,irritate,exacerbate,enrage,offend,rile,arouse,antagonize,incense,outrage,provoke,rankle,tiff,irascibility,umbrage,pique,rankling,gall,irritability,choler,distemper,storm,chagrin,petulance,stew,peevishness,huff,tantrum,miff,conniption,soreness,vexation,disapprobation,dander,infuriation,bait,agitate,goad,umbrage,pique,seethe,gall,craze,madden,vex,bristle,cross,boil,ruffle,acerbate,burn,stew,tempt,fret,chafe,affront,miff,rant,nettle,rave,mad
,opposite,,moody,torrid,,,moody,baking,vicious,,tart,,,,,,crossbreed,,untamed,enraged,inflamed,malevolent,flaming,touchy,,,,,bearish,,,severe,,rowdy,furious,,maddened,,,ruffle,,,,pester,,,rouse,,gloomy,,needle
,ornery,,morose,violent,,,obstinate,burned,wrathful,,alienated,,,,,,mongrelize,,wild,fell,irascible,malign,incandescent,waspish,,,,,,,,unpleasant,,rebellious,inclement,,smoking,,,exasperate,,,,worry,,,spur,,harsh,,plague
,pugnacious,,peevish,vivid,,,ornery,baked,corybantic,,sore,,,,,,cross-fertilize,,sanguinary,feral,irritable,mean,steaming,crabbed,,,,,,,,vexatious,,raucous,noisy,,steamed,,,itch,,,,fret,,,bug,,horrid,,trouble
,rancorous,,plaintive,warm,,,peevish,scorched,fuming,,divided,,,,,,cross-pollinate,,inhumane,frightening,madcap,offensive,stuffy,resentful,,,,,,,,abscessed,,disruptive,restless,,,,,rage,,,,chafe,,,affront,,sour,,eat
,scrappy,,querulous,zealous,,,perverse,broiled,hacked,,freezing,,,,,,obstruct,,ravening,horrible,peppery,pesky,summery,stewed,,,,,,,,chafed,,unruly,riotous,,,,,scratch,,,,abrade,,,miff,,somber,,fret
,sour,,quick-tempered,hot-blooded,,,pessimistic,cooked,maddened,,embittered,,,,,,buck,,tigerish,impetuous,precipitate,pestiferous,tropic,exasperated,,,,,,,,reddened,,nervous,rugged,,,,,bother,,,,excoriate,,,peeve,,terrible,,chafe
,surly,,sensitive,perfervid,,,querulous,fried,smoking,,estranged,,,,,,deny,,wolfish,infuriated,unrestrained,repellent,baking,huffish,,,,,,,,ulcerated,,enthusiastic,thunderous,,,,,scrape,,,,erode,,,bother,,cruel,,tease
,unfavorable,,snappy,overemotional,,,saturnine,toasted,steamed,,begrudging,,,,,,sell,,,malevolent,conflagrant,repugnant,blistering,irked,,,,,,,,afflicted,,delighted,tremulous,,,,,vex,,,,scuff,,,nettle,,glum,,ride
,unfriendly,,tense,white-hot,,,silent,ardent,blustery,,offensive,,,,,,thwart,,,malign,fevered,revolting,fevered,moping,,,,,,,,aggrieved,,eager,wild,,,,,exercise,,,,scratch,,,grab,,grisly,,upset
,unkind,,touchy,,,,sour,avid,boisterous,,galling,,,,,,stymie,,,primitive,hot-blooded,undesirable,piping,nettled,,,,,,,,annoyed,,disturbed,roaring,,,,,grate,,,,burn,,,goose,,ghastly,,nettle
,unpropitious,,crabbed,,,,stubborn,fervent,concentrated,,displeasing,,,,,,flummox,,,raving,perfervid,blasted,roasting,pettish,,,,,,,,critical,,agitated,blustering,,,,,anger,,,,scrape,,,,,stern,,harass
,unsociable,,bearish,,,,sulky,fervid,excessive,,provoking,,,,,,cramp,,,tempestuous,aflame,despiteful,scalding,piqued,,,,,,,,distressing,,passionate,foaming,,,,,harass,,,,corrode,,,,,gruesome,,harry
,viperous,,brooding,,,,tenebrous,indignant,exquisite,,annoying,,,,,,stonewall,,,threatening,agitable,horrid,searing,riled,,,,,,,,indignant,,hysterical,howling,,,,,abrade,,,,graze,,,,,shocking,,
,virulent,,fretting,,,,unsociable,irate,extreme,,acerbic,,,,,,frustrate,,,truculent,flaring,resentful,calescent,vexed,,,,,,,,irritated,,annoyed,moiling,,,,,rasp,,,,wear,,,,,ominous,,
,vitriolic,,ill-humored,,,,uptight,mad,flaming,,acrid,,,,,,resist,,,tumultous/tumultuous,hot-headed,cussed,decalescent,,,,,,,,,pained,,thrilled,ruffled,,,,,gall,,,,file,,,,,bleak,,
,warlike,,oversensitive,,,,crabbed,wrathful,impetuous,,acerb,,,,,,foil,,,uncontrollable,igneous,shuddersome,feverous,,,,,,,,,peeved,,savage,stormful,,,,,provoke,,,,skin,,,,,melancholy,,
,anti,,snarling,,,,tenebrific,ireful,rough,,absinthal,,,,,,impede,,,untamed,ignited,uncool,igneous,,,,,,,,,troubled,,passionate,storming,,,,,worry,,,,grate,,,,,sullen,,
,disapproving,,,,,,glowering,,savage,,absinthian,,,,,,oppose,,,venomous,,,ovenlike,,,,,,,,,urgent,,ferocious,agitated,,,,,,,,,bark,,,,,grouchy,,
,ill-disposed,,,,,,ill-humored,,tempestuous,,amaroidal,,,,,,crab,,,wild,,,parching,,,,,,,,,weighty,,bold,angry,,,,,,,,,fray,,,,,testy,,
,oppugnant,,,,,,pouting,,terrible,,unsweetened,,,,,,backtalk,,,brutish,,,recalescent,,,,,,,,,grieved,,stormy,boisterous,,,,,,,,,fret,,,,,cranky,,
,unwelcoming,,,,,,pouty,,tumultous/tumultuous,,vinegary,,,,,,stump,,,flipped,,,smoking,,,,,,,,,grieving,,raging,demonstrative,,,,,,,,,,,,,,dour,,
,,,,,,,sourpussed,,ungovernable,,antagonistic,,,,,,crimp,,,howling,,,sweltry,,,,,,,,,irked,,dangerous,destructive,,,,,,,,,,,,,,sad,,
,,,,,,,sulking,,unrestrained,,crabby,,,,,,interfere,,,tigerish,,,thermogenic,,,,,,,,,stung,,vehement,disorderly,,,,,,,,,,,,,,ugly,,
,,,,,,,,,vicious,,irreconcilable,,,,,,snafu,,,,,,acrid,,,,,,,,,vexed,,powerful,excited,,,,,,,,,,,,,,gloomy,,
,,,,,,,,,wild,,morose,,,,,,bollix,,,,,,biting,,,,,,,,,,,vicious,fiery,,,,,,,,,,,,,,glum,,
,,,,,,,,,blustering,,sardonic,,,,,,cantankerous,,,,,,peppery,,,,,,,,,,,brutal,insubordinate,,,,,,,,,,,,,,surly,,
,,,,,,,,,rampageous,,sullen,,,,,,captious,,,,,,piquant,,,,,,,,,,,intense,mutinous,,,,,,,,,,,,,,mournful,,
,,,,,,,,,,,virulent,,,,,,choleric,,,,,,pungent,,,,,,,,,,,angry,obstreperous,,,,,,,,,,,,,,snide,,
,,,,,,,,,,,calamitous,,,,,,churlish,,,,,,racy,,,,,,,,,,,fiery,passionate,,,,,,,,,,,,,,barbed,,
,,,,,,,,,,,dire,,,,,,crabby,,,,,,zestful,,,,,,,,,,,cutthroat,perturbed,,,,,,,,,,,,,,vindictive,,
,,,,,,,,,,,disagreeable,,,,,,cranky,,,,,,angry,,,,,,,,,,,furious,rabid,,,,,,,,,,,,,,malicious,,
,,,,,,,,,,,distasteful,,,,,,crotchety,,,,,,animated,,,,,,,,,,,strong,rambunctious,,,,,,,,,,,,,,catty,,
,,,,,,,,,,,grievous,,,,,,crusty,,,,,,ardent,,,,,,,,,,,terrible,rampant,,,,,,,,,,,,,,vicious,,
,,,,,,,,,,,hard,,,,,,disagreeable,,,,,,distracted,,,,,,,,,,,relentless,refractory,,,,,,,,,,,,,,ornery,,
,,,,,,,,,,,heartbreaking,,,,,,fractious,,,,,,eager,,,,,,,,,,,murderous,riotous,,,,,,,,,,,,,,cruel,,
,,,,,,,,,,,hurtful,,,,,,fretful,,,,,,enthusiastic,,,,,,,,,,,raging,roughhouse,,,,,,,,,,,,,,hateful,,
,,,,,,,,,,,inclement,,,,,,grouchy,,,,,,excited,,,,,,,,,,,vehement,rude,,,,,,,,,,,,,,venomous,,
,,,,,,,,,,,intemperate,,,,,,grumpy,,,,,,fervent,,,,,,,,,,,violent,seditious,,,,,,,,,,,,,,sullen,,
,,,,,,,,,,,merciless,,,,,,ill-tempered,,,,,,fervid,,,,,,,,,,,agitated,shaking,,,,,,,,,,,,,,cantankerous,,
,,,,,,,,,,,rigorous,,,,,,impatient,,,,,,fiery,,,,,,,,,,,fierce,stern,,,,,,,,,,,,,,cranky,,
,,,,,,,,,,,rugged,,,,,,irascible,,,,,,furious,,,,,,,,,,,intense,tumultous/tumultuous,,,,,,,,,,,,,,edgy,,
,,,,,,,,,,,ruthless,,,,,,irritable,,,,,,ill-tempered,,,,,,,,,,,intensified,unbridled,,,,,,,,,,,,,,impatient,,
,,,,,,,,,,,unpalatable,,,,,,jumpy,,,,,,impassioned,,,,,,,,,,,haphazard,uncontrolled,,,,,,,,,,,,,,uptight,,
,,,,,,,,,,,vexatious,,,,,,peevish,,,,,,impetuous,,,,,,,,,,,headlong,undisciplined,,,,,,,,,,,,,,quarrelsome,,
,,,,,,,,,,,woeful,,,,,,petulant,,,,,,indignant,,,,,,,,,,,jumbled,ungovernable,,,,,,,,,,,,,,grumpy,,
,,,,,,,,,,,afflictive,,,,,,querulous,,,,,,inflamed,,,,,,,,,,,buoyant,untamed,,,,,,,,,,,,,,annoyed,,
,,,,,,,,,,,,,,,,,quick-tempered,,,,,,irascible,,,,,,,,,,,boisterous,uproarious,,,,,,,,,,,,,,exasperated,,
,,,,,,,,,,,,,,,,,ratty,,,,,,lustful,,,,,,,,,,,rebellious,vehement,,,,,,,,,,,,,,tricky,,
,,,,,,,,,,,,,,,,,snappy,,,,,,raging,,,,,,,,,,,ebullient,vociferous,,,,,,,,,,,,,,jumpy,,
,,,,,,,,,,,,,,,,,sullen,,,,,,temperamental,,,,,,,,,,,cacophonous,wild,,,,,,,,,,,,,,testy,,
,,,,,,,,,,,,,,,,,surly,,,,,,touchy,,,,,,,,,,,vociferous,anarchic,,,,,,,,,,,,,,precarious,,
,,,,,,,,,,,,,,,,,testy,,,,,,violent,,,,,,,,,,,rambunctious,foaming,,,,,,,,,,,,,,sensitive,,
,,,,,,,,,,,,,,,,,touchy,,,,,,aroused,,,,,,,,,,,rowdy,storming,,,,,,,,,,,,,,uptight,,
,,,,,,,,,,,,,,,,,waspish,,,,,,approved,,,,,,,,,,,clamorous,termagant,,,,,,,,,,,,,,volatile,,
,,,,,,,,,,,,,,,,,tetchy,,,,,,dandy,,,,,,,,,,,boisterous,,,,,,,,,,,,,,,delicate,,
,,,,,,,,,,,,,,,,,ill-humored,,,,,,favored,,,,,,,,,,,strident,,,,,,,,,,,,,,,ticklish,,
,,,,,,,,,,,,,,,,,pettish,,,,,,glorious,,,,,,,,,,,riotous,,,,,,,,,,,,,,,risky,,
,,,,,,,,,,,,,,,,,splenetic,,,,,,groovy,,,,,,,,,,,raucous,,,,,,,,,,,,,,,dicey,,
,,,,,,,,,,,,,,,,,transverse,,,,,,keen,,,,,,,,,,,noisy,,,,,,,,,,,,,,,hypersensitive,,
,,,,,,,,,,,,,,,,,intercross,,,,,,latest,,,,,,,,,,,rowdy,,,,,,,,,,,,,,,acrimonious,,
,,,,,,,,,,,,,,,,,cross-mate,,,,,,marvelous,,,,,,,,,,,unruly,,,,,,,,,,,,,,,rancorous,,
,,,,,,,,,,,,,,,,,intercross,,,,,,neat,,,,,,,,,,,boisterous,,,,,,,,,,,,,,,scathing,,
,,,,,,,,,,,,,,,,,double-cross,,,,,,nifty,,,,,,,,,,,wanton,,,,,,,,,,,,,,,vitriolic,,
,,,,,,,,,,,,,,,,,,,,,,,peachy,,,,,,,,,,,unbridled,,,,,,,,,,,,,,,malicious,,
,,,,,,,,,,,,,,,,,,,,,,,recent,,,,,,,,,,,prevalent,,,,,,,,,,,,,,,vicious,,
,,,,,,,,,,,,,,,,,,,,,,,super,,,,,,,,,,,raging,,,,,,,,,,,,,,,hateful,,
,,,,,,,,,,,,,,,,,,,,,,,up-to-the-minute,,,,,,,,,,,spreading,,,,,,,,,,,,,,,bitter,,
,,,,,,,,,,,,,,,,,,,,,,,sought-after,,,,,,,,,,,flagrant,,,,,,,,,,,,,,,short,,
,,,,,,,,,,,,,,,,,,,,,,,carnal,,,,,,,,,,,rife,,,,,,,,,,,,,,,peeved,,
,,,,,,,,,,,,,,,,,,,,,,,concupiscent,,,,,,,,,,,violent,,,,,,,,,,,,,,,faultfinding,,
,,,,,,,,,,,,,,,,,,,,,,,erotic,,,,,,,,,,,growing,,,,,,,,,,,,,,,annoyed,,
,,,,,,,,,,,,,,,,,,,,,,,lascivious,,,,,,,,,,,excessive,,,,,,,,,,,,,,,vexed,,
,,,,,,,,,,,,,,,,,,,,,,,lewd,,,,,,,,,,,unrestrained,,,,,,,,,,,,,,,caviling,,
,,,,,,,,,,,,,,,,,,,,,,,libidinous,,,,,,,,,,,unchecked,,,,,,,,,,,,,,,downcast,,
,,,,,,,,,,,,,,,,,,,,,,,lustful,,,,,,,,,,,uncontrollable,,,,,,,,,,,,,,,melancholy,,
,,,,,,,,,,,,,,,,,,,,,,,passionate,,,,,,,,,,,rambunctious,,,,,,,,,,,,,,,cross,,
,,,,,,,,,,,,,,,,,,,,,,,prurient,,,,,,,,,,,turbulent,,,,,,,,,,,,,,,sulky,,
,,,,,,,,,,,,,,,,,,,,,,,salacious,,,,,,,,,,,unruly,,,,,,,,,,,,,,,acerbic,,
,,,,,,,,,,,,,,,,,,,,,,,sensual,,,,,,,,,,,boisterous,,,,,,,,,,,,,,,acid,,
,,,,,,,,,,,,,,,,,,,,,,,aroused,,,,,,,,,,,dry,,,,,,,,,,,,,,,angry,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rugged,,,,,,,,,,,,,,,astringent,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harsh,,,,,,,,,,,,,,,biting,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turbulent,,,,,,,,,,,,,,,censorious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coarse,,,,,,,,,,,,,,,churlish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,choppy,,,,,,,,,,,,,,,crabby,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impassioned,,,,,,,,,,,,,,,cranky,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passionate,,,,,,,,,,,,,,,cross,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turbulent,,,,,,,,,,,,,,,cutting,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heated,,,,,,,,,,,,,,,indignant,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chaotic,,,,,,,,,,,,,,,irascible,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tangled,,,,,,,,,,,,,,,irate,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chaotic,,,,,,,,,,,,,,,mad,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rowdy,,,,,,,,,,,,,,,mordant,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quarrelsome,,,,,,,,,,,,,,,peevish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawless,,,,,,,,,,,,,,,sarcastic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raucous,,,,,,,,,,,,,,,sharp,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,violent,,,,,,,,,,,,,,,spiteful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unruly,,,,,,,,,,,,,,,tart,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fierce,,,,,,,,,,,,,,,trenchant,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rough,,,,,,,,,,,,,,,wrathful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bitter,,,,,,,,,,,,,,,ireful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harsh,,,,,,,,,,,,,,,choleric,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turbulent,,,,,,,,,,,,,,,cross,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devastating,,,,,,,,,,,,,,,displeased,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powerful,,,,,,,,,,,,,,,ferocious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrible,,,,,,,,,,,,,,,fierce,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potent,,,,,,,,,,,,,,,fiery,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outrageous,,,,,,,,,,,,,,,hateful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intense,,,,,,,,,,,,,,,hot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,painful,,,,,,,,,,,,,,,huffy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rugged,,,,,,,,,,,,,,,ill-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turbulent,,,,,,,,,,,,,,,incensed,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tempestuous,,,,,,,,,,,,,,,inflamed,,
