annoyance,acrimony,impatience,enmity,rage,fury,antagonism,violence,resentment,animosity,ire,passion,temper,displeasure,irritation,outrage,hatred,exasperation,indignation,annoy,inflame,aggravate,embitter,exasperate,displease,infuriate,excite,irritate,exacerbate,enrage,offend,rile,arouse,antagonize,incense,outrage,provoke,rankle,tiff,irascibility,umbrage,pique,rankling,gall,irritability,choler,distemper,storm,chagrin,petulance,stew,peevishness,huff,tantrum,miff,conniption,soreness,vexation,disapprobation,dander,infuriation,bait,agitate,goad,umbrage,pique,seethe,gall,craze,madden,vex,bristle,cross,boil,ruffle,acerbate,burn,stew,tempt,fret,chafe,affront,miff,rant,nettle,rave,mad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strenuous,,,,,,,,,,,,,,,infuriated,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moved,,,,,,,,,,,,,,,irascible,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disconcerted,,,,,,,,,,,,,,,provoked,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inflamed,,,,,,,,,,,,,,,raging,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,provoked,,,,,,,,,,,,,,,sore,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimulated,,,,,,,,,,,,,,,sulky,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wired,,,,,,,,,,,,,,,tumultous/tumultuous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animated,,,,,,,,,,,,,,,turbulent,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charged,,,,,,,,,,,,,,,wrathful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stirred,,,,,,,,,,,,,,,ireful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruffled,,,,,,,,,,,,,,,affronted,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discomposed,,,,,,,,,,,,,,,antagonized,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roused,,,,,,,,,,,,,,,chafed,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awakened,,,,,,,,,,,,,,,convulsed,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aroused,,,,,,,,,,,,,,,exacerbated,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piqued,,,,,,,,,,,,,,,fuming,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rasping,,,,,,,,,,,,,,,galled,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raging,,,,,,,,,,,,,,,maddened,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grating,,,,,,,,,,,,,,,nettled,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,husky,,,,,,,,,,,,,,,piqued,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarring,,,,,,,,,,,,,,,riled,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agitated,,,,,,,,,,,,,,,storming,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild,,,,,,,,,,,,,,,vexed,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buffeting,,,,,,,,,,,,,,,acid,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blustering,,,,,,,,,,,,,,,acrid,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,,,,,,,,,,,,,acrimonious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rasping,,,,,,,,,,,,,,,awkward,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raging,,,,,,,,,,,,,,,bad-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grating,,,,,,,,,,,,,,,blunt,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirty,,,,,,,,,,,,,,,brusque,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarring,,,,,,,,,,,,,,,captious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agitated,,,,,,,,,,,,,,,choleric,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buffeting,,,,,,,,,,,,,,,churlish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blustering,,,,,,,,,,,,,,,cranky,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,,,,,,,,,,,,,cross,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knockabout,,,,,,,,,,,,,,,crotchety,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tough,,,,,,,,,,,,,,,crusty,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grating,,,,,,,,,,,,,,,cynical,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,husky,,,,,,,,,,,,,,,difficult,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rasping,,,,,,,,,,,,,,,dour,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild,,,,,,,,,,,,,,,fretful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buffeting,,,,,,,,,,,,,,,gloomy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,choleric,,,,,,,,,,,,,,,glum,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cross,,,,,,,,,,,,,,,grouchy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,displeased,,,,,,,,,,,,,,,harsh,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ferocious,,,,,,,,,,,,,,,huffy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fierce,,,,,,,,,,,,,,,ill-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiery,,,,,,,,,,,,,,,irascible,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hateful,,,,,,,,,,,,,,,irritable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hot,,,,,,,,,,,,,,,misanthropic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huffy,,,,,,,,,,,,,,,morose,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ill-tempered,,,,,,,,,,,,,,,peevish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,incensed,,,,,,,,,,,,,,,perverse,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inflamed,,,,,,,,,,,,,,,petulant,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infuriated,,,,,,,,,,,,,,,prickly,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irascible,,,,,,,,,,,,,,,saturnine,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,provoked,,,,,,,,,,,,,,,snappish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raging,,,,,,,,,,,,,,,snappy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sore,,,,,,,,,,,,,,,sour,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sulky,,,,,,,,,,,,,,,sulky,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turbulent,,,,,,,,,,,,,,,sullen,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrathful,,,,,,,,,,,,,,,surly,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ireful,,,,,,,,,,,,,,,tart,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affronted,,,,,,,,,,,,,,,testy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antagonized,,,,,,,,,,,,,,,tough,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chafed,,,,,,,,,,,,,,,trying,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,convulsed,,,,,,,,,,,,,,,unsociable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exacerbated,,,,,,,,,,,,,,,ill-humored,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuming,,,,,,,,,,,,,,,nasty-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,galled,,,,,,,,,,,,,,,cantankerous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maddened,,,,,,,,,,,,,,,captious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nettled,,,,,,,,,,,,,,,choleric,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piqued,,,,,,,,,,,,,,,churlish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,riled,,,,,,,,,,,,,,,crabby,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,splenetic,,,,,,,,,,,,,,,cranky,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storming,,,,,,,,,,,,,,,crotchety,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vexed,,,,,,,,,,,,,,,crusty,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disorderly,,,,,,,,,,,,,,,disagreeable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,effervescent,,,,,,,,,,,,,,,fractious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impetuous,,,,,,,,,,,,,,,fretful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obstreperous,,,,,,,,,,,,,,,grouchy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unrestrained,,,,,,,,,,,,,,,grumpy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild,,,,,,,,,,,,,,,ill-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bouncy,,,,,,,,,,,,,,,impatient,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brawling,,,,,,,,,,,,,,,irascible,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vociferant,,,,,,,,,,,,,,,irritable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boisterous,,,,,,,,,,,,,,,jumpy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disobedient,,,,,,,,,,,,,,,peevish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drunk,,,,,,,,,,,,,,,petulant,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intemperate,,,,,,,,,,,,,,,querulous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noisy,,,,,,,,,,,,,,,quick-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obstreperous,,,,,,,,,,,,,,,ratty,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refractory,,,,,,,,,,,,,,,snappy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,riotous,,,,,,,,,,,,,,,sullen,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stormy,,,,,,,,,,,,,,,surly,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turbulent,,,,,,,,,,,,,,,testy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrollable,,,,,,,,,,,,,,,touchy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ungovernable,,,,,,,,,,,,,,,waspish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmanageable,,,,,,,,,,,,,,,tetchy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wayward,,,,,,,,,,,,,,,ill-humored,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncompliant,,,,,,,,,,,,,,,pettish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indisciplined,,,,,,,,,,,,,,,abrupt,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off-base,,,,,,,,,,,,,,,bluff,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on-a-tear,,,,,,,,,,,,,,,blunt,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,out-of-line,,,,,,,,,,,,,,,brief,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,out-of-order,,,,,,,,,,,,,,,cantankerous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,termagant,,,,,,,,,,,,,,,captious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feverish,,,,,,,,,,,,,,,choleric,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frantic,,,,,,,,,,,,,,,crabby,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,cross,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hot,,,,,,,,,,,,,,,curt,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyperactive,,,,,,,,,,,,,,,dour,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jumpy,,,,,,,,,,,,,,,harsh,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,overwrought,,,,,,,,,,,,,,,peevish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild,,,,,,,,,,,,,,,saturnine,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aflame,,,,,,,,,,,,,,,scornful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alienated,,,,,,,,,,,,,,,short,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,belligerent,,,,,,,,,,,,,,,short-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contentious,,,,,,,,,,,,,,,snappish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contumacious,,,,,,,,,,,,,,,snippy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disaffected,,,,,,,,,,,,,,,surly,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disputatious,,,,,,,,,,,,,,,testy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dissident,,,,,,,,,,,,,,,touchy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,divisive,,,,,,,,,,,,,,,crabbed,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fighting,,,,,,,,,,,,,,,snippety,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostile,,,,,,,,,,,,,,,ill-humored,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insubordinate,,,,,,,,,,,,,,,snarling,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insurgent,,,,,,,,,,,,,,,vinegary,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,litigious,,,,,,,,,,,,,,,captious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malcontent,,,,,,,,,,,,,,,carping,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutinous,,,,,,,,,,,,,,,complaining,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partisan,,,,,,,,,,,,,,,contrary,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quarrelsome,,,,,,,,,,,,,,,crabby,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rebellious,,,,,,,,,,,,,,,cranky,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refractory,,,,,,,,,,,,,,,critical,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rival,,,,,,,,,,,,,,,cross,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sectarian,,,,,,,,,,,,,,,crotchety,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seditious,,,,,,,,,,,,,,,edgy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turbulent,,,,,,,,,,,,,,,faultfinding,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insurrectionary,,,,,,,,,,,,,,,fractious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contending,,,,,,,,,,,,,,,huffy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estranged,,,,,,,,,,,,,,,mean,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,troublemaking,,,,,,,,,,,,,,,ornery,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,peevish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ape,,,,,,,,,,,,,,,perverse,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awful,,,,,,,,,,,,,,,petulant,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barbarous,,,,,,,,,,,,,,,querulous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bloodthirsty,,,,,,,,,,,,,,,short-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blustery,,,,,,,,,,,,,,,snappish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boisterous,,,,,,,,,,,,,,,testy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cruel,,,,,,,,,,,,,,,touchy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enraged,,,,,,,,,,,,,,,uneasy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fell,,,,,,,,,,,,,,,worried,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feral,,,,,,,,,,,,,,,wreck,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frightening,,,,,,,,,,,,,,,caviling,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horrible,,,,,,,,,,,,,,,austere,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impetuous,,,,,,,,,,,,,,,barbarous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infuriated,,,,,,,,,,,,,,,cantankerous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malevolent,,,,,,,,,,,,,,,churlish,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malign,,,,,,,,,,,,,,,crusty,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primitive,,,,,,,,,,,,,,,dogged,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raving,,,,,,,,,,,,,,,ferocious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tempestuous,,,,,,,,,,,,,,,fierce,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,threatening,,,,,,,,,,,,,,,forbidding,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,truculent,,,,,,,,,,,,,,,foreboding,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrollable,,,,,,,,,,,,,,,formidable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,untamed,,,,,,,,,,,,,,,frightful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,venomous,,,,,,,,,,,,,,,funereal,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild,,,,,,,,,,,,,,,grouchy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brutish,,,,,,,,,,,,,,,grumpy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flipped,,,,,,,,,,,,,,,hideous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,howling,,,,,,,,,,,,,,,implacable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tigerish,,,,,,,,,,,,,,,inexorable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blustery,,,,,,,,,,,,,,,intractable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boisterous,,,,,,,,,,,,,,,merciless,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concentrated,,,,,,,,,,,,,,,morose,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excessive,,,,,,,,,,,,,,,relentless,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exquisite,,,,,,,,,,,,,,,resolute,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extreme,,,,,,,,,,,,,,,ruthless,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flaming,,,,,,,,,,,,,,,severe,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impetuous,,,,,,,,,,,,,,,sinister,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rough,,,,,,,,,,,,,,,stubborn,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,savage,,,,,,,,,,,,,,,sulky,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tempestuous,,,,,,,,,,,,,,,sullen,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrible,,,,,,,,,,,,,,,surly,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ungovernable,,,,,,,,,,,,,,,truculent,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unrestrained,,,,,,,,,,,,,,,unrelenting,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vicious,,,,,,,,,,,,,,,unyielding,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild,,,,,,,,,,,,,,,crabbed,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blustering,,,,,,,,,,,,,,,glowering,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rampageous,,,,,,,,,,,,,,,scowling,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,about,,,,,,,,,,,,,,,angry,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anyhow,,,,,,,,,,,,,,,cantankerous,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,around,,,,,,,,,,,,,,,capricious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disorderly,,,,,,,,,,,,,,,changeable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hastily,,,,,,,,,,,,,,,crestfallen,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hit-or-miss,,,,,,,,,,,,,,,dismal,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotfoot,,,,,,,,,,,,,,,doleful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impetuously,,,,,,,,,,,,,,,dour,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irregular,,,,,,,,,,,,,,,erratic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muddled,,,,,,,,,,,,,,,fickle,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pell-mell,,,,,,,,,,,,,,,fitful,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,,,,,,,,,,,,,,,flighty,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rashly,,,,,,,,,,,,,,,frowning,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recklessly,,,,,,,,,,,,,,,gloomy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topsy-turvy,,,,,,,,,,,,,,,glum,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wildly,,,,,,,,,,,,,,,huffy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cluttered,,,,,,,,,,,,,,,ill-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgledy-piggledy,,,,,,,,,,,,,,,impulsive,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anywise,,,,,,,,,,,,,,,introspective,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hurriedly,,,,,,,,,,,,,,,irascible,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,incautiously,,,,,,,,,,,,,,,irritable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,incontinently,,,,,,,,,,,,,,,lugubrious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,randomly,,,,,,,,,,,,,,,mercurial,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmindfully,,,,,,,,,,,,,,,miserable,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bubbling,,,,,,,,,,,,,,,morose,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enthusiastic,,,,,,,,,,,,,,,offended,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrollable,,,,,,,,,,,,,,,pensive,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmanageable,,,,,,,,,,,,,,,petulant,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unrestrained,,,,,,,,,,,,,,,sad,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unruly,,,,,,,,,,,,,,,saturnine,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unconstrained,,,,,,,,,,,,,,,short-tempered,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insuppressible,,,,,,,,,,,,,,,sullen,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhapsodical,,,,,,,,,,,,,,,testy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontainable,,,,,,,,,,,,,,,touchy,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unquenchable,,,,,,,,,,,,,,,crabbed,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unrestrainable,,,,,,,,,,,,,,,ill-humored,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unstoppable,,,,,,,,,,,,,,,moping,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blatant,,,,,,,,,,,,,,,piqued,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deafening,,,,,,,,,,,,,,,acrimonious,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disorderly,,,,,,,,,,,,,,,blue,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jumping,,,,,,,,,,,,,,,brusque,,
